Notes,state,state_code,year,year_code,opioid_deaths,population,opioid_death_rate
,Montana,30,2002,2002,10,911667,Unreliable
,Montana,30,2003,2003,24,919630,2.6
,Montana,30,2004,2004,31,930009,3.3
,Montana,30,2005,2005,31,940102,3.3
,Montana,30,2006,2006,33,952692,3.5
,Montana,30,2007,2007,44,964706,4.6
,Montana,30,2008,2008,59,976415,6
,Montana,30,2009,2009,72,983982,7.3
,Montana,30,2010,2010,33,989415,3.3
,Montana,30,2011,2011,49,998199,4.9
,Montana,30,2012,2012,39,1005141,3.9
,Montana,30,2013,2013,51,1015165,5
,Montana,30,2014,2014,39,1023579,3.8
,Montana,30,2015,2015,33,1032949,3.2
,Montana,30,2016,2016,35,1042520,3.4
,Montana,30,2017,2017,35,1050493,3.3
,Montana,30,2018,2018,50,1062305,4.7
,Montana,30,2019,2019,61,1068778,5.7
,Montana,30,2020,2020,79,1080577,7.3
,Nebraska,31,1999,1999,Suppressed,1704764,Suppressed
,Nebraska,31,2000,2000,Suppressed,1711263,Suppressed
,Nebraska,31,2001,2001,17,1719836,Unreliable
,Nebraska,31,2002,2002,15,1728292,Unreliable
,Nebraska,31,2003,2003,Suppressed,1738643,Suppressed
,Nebraska,31,2004,2004,19,1749370,Unreliable
,Nebraska,31,2005,2005,24,1761497,1.4
,Nebraska,31,2006,2006,22,1772693,1.2
,Nebraska,31,2007,2007,27,1783440,1.5
,Nebraska,31,2008,2008,26,1796378,1.4
,Nebraska,31,2009,2009,53,1812683,2.9
,Nebraska,31,2010,2010,44,1826341,2.4
,Nebraska,31,2011,2011,45,1842641,2.4
,Nebraska,31,2012,2012,52,1855525,2.8
,Nebraska,31,2013,2013,35,1868516,1.9
,Nebraska,31,2014,2014,44,1881503,2.3
,Nebraska,31,2015,2015,51,1896190,2.7
,Nebraska,31,2016,2016,40,1907116,2.1
,Nebraska,31,2017,2017,50,1920076,2.6
,Nebraska,31,2018,2018,56,1929268,2.9
,Nebraska,31,2019,2019,56,1934408,2.9
,Nebraska,31,2020,2020,94,1937552,4.9
,Nevada,32,1999,1999,102,1934718,5.3
,Nevada,32,2000,2000,131,1998257,6.6
,Nevada,32,2001,2001,125,2098399,6
,Nevada,32,2002,2002,158,2173791,7.3
,Nevada,32,2003,2003,197,2248850,8.8
,Nevada,32,2004,2004,237,2346222,10.1
,Nevada,32,2005,2005,256,2432143,10.5
,Nevada,32,2006,2006,271,2522658,10.7
,Nevada,32,2007,2007,312,2601072,12
,Nevada,32,2008,2008,330,2653630,12.4
,Nevada,32,2009,2009,377,2684665,14
,Nevada,32,2010,2010,376,2700551,13.9
,Nevada,32,2011,2011,399,2723322,14.7
,Nevada,32,2012,2012,375,2758931,13.6
,Nevada,32,2013,2013,333,2790136,11.9
,Nevada,32,2014,2014,316,2839099,11.1
,Nevada,32,2015,2015,350,2890845,12.1
,Nevada,32,2016,2016,338,2940058,11.5
,Nevada,32,2017,2017,339,2998039,11.3
,Nevada,32,2018,2018,314,3034392,10.3
,Nevada,32,2019,2019,313,3080156,10.2
,Nevada,32,2020,2020,513,3138259,16.3
,New Hampshire,33,1999,1999,29,1222014,2.4
,New Hampshire,33,2000,2000,23,1235786,1.9
,New Hampshire,33,2001,2001,34,1255517,2.7
,New Hampshire,33,2002,2002,60,1269089,4.7
,New Hampshire,33,2003,2003,76,1279840,5.9
,New Hampshire,33,2004,2004,80,1290121,6.2
,New Hampshire,33,2005,2005,96,1298492,7.4
,New Hampshire,33,2006,2006,90,1308389,6.9
,New Hampshire,33,2007,2007,129,1312540,9.8
,New Hampshire,33,2008,2008,77,1315906,5.9
,New Hampshire,33,2009,2009,110,1316102,8.4
,New Hampshire,33,2010,2010,96,1316470,7.3
,New Hampshire,33,2011,2011,128,1318194,9.7
,New Hampshire,33,2012,2012,120,1320718,9.1
,New Hampshire,33,2013,2013,145,1323459,11
,New Hampshire,33,2014,2014,266,1326813,20
,New Hampshire,33,2015,2015,358,1330608,26.9
,New Hampshire,33,2016,2016,414,1334795,31
,New Hampshire,33,2017,2017,403,1342795,30
,New Hampshire,33,2018,2018,399,1356458,29.4
,New Hampshire,33,2019,2019,354,1359711,26
,New Hampshire,33,2020,2020,333,1366275,24.4
,New Jersey,34,1999,1999,287,8359592,3.4
,New Jersey,34,2000,2000,312,8414350,3.7
,New Jersey,34,2001,2001,331,8492671,3.9
,New Jersey,34,2002,2002,427,8552643,5
,New Jersey,34,2003,2003,399,8601402,4.6
,New Jersey,34,2004,2004,281,8634561,3.3
,New Jersey,34,2005,2005,401,8651974,4.6
,New Jersey,34,2006,2006,338,8661679,3.9
,New Jersey,34,2007,2007,307,8677885,3.5
,New Jersey,34,2008,2008,308,8711090,3.5
,New Jersey,34,2009,2009,51,8755602,0.6
,New Jersey,34,2010,2010,337,8791894,3.8
,New Jersey,34,2011,2011,407,8821155,4.6
,New Jersey,34,2012,2012,560,8864590,6.3
,New Jersey,34,2013,2013,640,8899339,7.2
,New Jersey,34,2014,2014,682,8938175,7.6
,New Jersey,34,2015,2015,812,8958013,9.1
,New Jersey,34,2016,2016,1356,8944469,15.2
,New Jersey,34,2017,2017,1895,9005644,21
,New Jersey,34,2018,2018,2520,8908520,28.3
,New Jersey,34,2019,2019,2451,8882190,27.6
,New Jersey,34,2020,2020,2499,8882371,28.1
,New Mexico,35,1999,1999,166,1808082,9.2
,New Mexico,35,2000,2000,163,1819046,9
,New Mexico,35,2001,2001,141,1831690,7.7
,New Mexico,35,2002,2002,177,1855309,9.5
,New Mexico,35,2003,2003,205,1877574,10.9
,New Mexico,35,2004,2004,167,1903808,8.8
,New Mexico,35,2005,2005,196,1932274,10.1
,New Mexico,35,2006,2006,210,1962137,10.7
,New Mexico,35,2007,2007,225,1990070,11.3
,New Mexico,35,2008,2008,279,2010662,13.9
,New Mexico,35,2009,2009,167,2036802,8.2
,New Mexico,35,2010,2010,170,2059179,8.3
,New Mexico,35,2011,2011,226,2082224,10.9
,New Mexico,35,2012,2012,282,2085538,13.5
,New Mexico,35,2013,2013,271,2085287,13
,New Mexico,35,2014,2014,372,2085572,17.8
,New Mexico,35,2015,2015,313,2085109,15
,New Mexico,35,2016,2016,317,2081015,15.2
,New Mexico,35,2017,2017,294,2088070,14.1
,New Mexico,35,2018,2018,301,2095428,14.4
,New Mexico,35,2019,2019,372,2096829,17.7
,New Mexico,35,2020,2020,515,2106319,24.5
,New York,36,1999,1999,583,18882725,3.1
,New York,36,2000,2000,452,18976457,2.4
,New York,36,2001,2001,573,19082838,3
,New York,36,2002,2002,503,19137800,2.6
,New York,36,2003,2003,528,19175939,2.8
,New York,36,2004,2004,441,19171567,2.3
,New York,36,2005,2005,510,19132610,2.7
,New York,36,2006,2006,882,19104631,4.6
,New York,36,2007,2007,840,19132335,4.4
,New York,36,2008,2008,945,19212436,4.9
,New York,36,2009,2009,884,19307066,4.6
,New York,36,2010,2010,886,19378102,4.6
,New York,36,2011,2011,1152,19465197,5.9
,New York,36,2012,2012,1353,19570261,6.9
,New York,36,2013,2013,1478,19651127,7.5
,New York,36,2014,2014,1560,19746227,7.9
,New York,36,2015,2015,1936,19795791,9.8
,New York,36,2016,2016,2752,19745289,13.9
,New York,36,2017,2017,2987,19849399,15
,New York,36,2018,2018,2785,19542209,14.3
,New York,36,2019,2019,2730,19453561,14
,New York,36,2020,2020,3949,19336776,20.4
,North Carolina,37,1999,1999,117,7949361,1.5
,North Carolina,37,2000,2000,213,8049313,2.6
,North Carolina,37,2001,2001,271,8210122,3.3
,North Carolina,37,2002,2002,358,8326201,4.3
,North Carolina,37,2003,2003,445,8422501,5.3
,North Carolina,37,2004,2004,490,8553152,5.7
,North Carolina,37,2005,2005,578,8705407,6.6
,North Carolina,37,2006,2006,610,8917270,6.8
,North Carolina,37,2007,2007,652,9118037,7.2
,North Carolina,37,2008,2008,747,9309449,8
,North Carolina,37,2009,2009,735,9449566,7.8
,North Carolina,37,2010,2010,669,9535483,7
,North Carolina,37,2011,2011,749,9656401,7.8
,North Carolina,37,2012,2012,740,9752073,7.6
,North Carolina,37,2013,2013,741,9848060,7.5
,North Carolina,37,2014,2014,858,9943964,8.6
,North Carolina,37,2015,2015,1059,10042802,10.5
,North Carolina,37,2016,2016,1399,10146788,13.8
,North Carolina,37,2017,2017,1834,10273419,17.9
,North Carolina,37,2018,2018,1688,10383620,16.3
,North Carolina,37,2019,2019,1733,10488084,16.5
,North Carolina,37,2020,2020,2551,10600823,24.1
,North Dakota,38,1999,1999,0,644259,Unreliable
,North Dakota,38,2000,2000,Suppressed,642200,Suppressed
,North Dakota,38,2001,2001,Suppressed,639062,Suppressed
,North Dakota,38,2002,2002,Suppressed,638168,Suppressed
,North Dakota,38,2003,2003,Suppressed,638817,Suppressed
,North Dakota,38,2004,2004,12,644705,Unreliable
,North Dakota,38,2005,2005,Suppressed,646089,Suppressed
,North Dakota,38,2006,2006,Suppressed,649422,Suppressed
,North Dakota,38,2007,2007,11,652822,Unreliable
,North Dakota,38,2008,2008,26,657569,4
,North Dakota,38,2009,2009,15,664968,Unreliable
,North Dakota,38,2010,2010,15,672591,Unreliable
,North Dakota,38,2011,2011,Suppressed,683932,Suppressed
,North Dakota,38,2012,2012,Suppressed,699628,Suppressed
,North Dakota,38,2013,2013,10,723393,Unreliable
,North Dakota,38,2014,2014,27,739482,3.7
,North Dakota,38,2015,2015,32,756927,4.2
,North Dakota,38,2016,2016,47,757952,6.2
,North Dakota,38,2017,2017,32,755393,4.2
,North Dakota,38,2018,2018,33,760077,4.3
,North Dakota,38,2019,2019,40,762062,5.2
,North Dakota,38,2020,2020,68,765309,8.9
,Ohio,39,1999,1999,137,11335454,1.2
,Ohio,39,2000,2000,206,11353140,1.8
,Ohio,39,2001,2001,277,11387404,2.4
,Ohio,39,2002,2002,354,11407889,3.1
,Ohio,39,2003,2003,312,11434788,2.7
,Ohio,39,2004,2004,445,11452251,3.9
,Ohio,39,2005,2005,503,11463320,4.4
,Ohio,39,2006,2006,569,11481213,5
,Ohio,39,2007,2007,651,11500468,5.7
,Ohio,39,2008,2008,738,11515391,6.4
,Ohio,39,2009,2009,573,11528896,5
,Ohio,39,2010,2010,1020,11536504,8.8
,Ohio,39,2011,2011,1164,11544951,10.1
,Ohio,39,2012,2012,1273,11544225,11
,Ohio,39,2013,2013,1539,11570808,13.3
,Ohio,39,2014,2014,2021,11594163,17.4
,Ohio,39,2015,2015,2592,11613423,22.3
,Ohio,39,2016,2016,3495,11614373,30.1
,Ohio,39,2017,2017,4161,11658609,35.7
,Ohio,39,2018,2018,3150,11689442,26.9
,Ohio,39,2019,2019,3372,11689100,28.8
,Ohio,39,2020,2020,4310,11693217,36.9
,Oklahoma,40,1999,1999,68,3437147,2
,Oklahoma,40,2000,2000,93,3450654,2.7
,Oklahoma,40,2001,2001,130,3467100,3.7
,Oklahoma,40,2002,2002,122,3489080,3.5
,Oklahoma,40,2003,2003,213,3504892,6.1
,Oklahoma,40,2004,2004,269,3525233,7.6
,Oklahoma,40,2005,2005,264,3548597,7.4
,Oklahoma,40,2006,2006,337,3594090,9.4
,Oklahoma,40,2007,2007,433,3634349,11.9
,Oklahoma,40,2008,2008,361,3668976,9.8
,Oklahoma,40,2009,2009,506,3717572,13.6
,Oklahoma,40,2010,2010,447,3751351,11.9
,Oklahoma,40,2011,2011,428,3791508,11.3
,Oklahoma,40,2012,2012,482,3814820,12.6
,Oklahoma,40,2013,2013,468,3850568,12.2
,Oklahoma,40,2014,2014,455,3878051,11.7
,Oklahoma,40,2015,2015,396,3911338,10.1
,Oklahoma,40,2016,2016,411,3923561,10.5
,Oklahoma,40,2017,2017,340,3930864,8.6
,Oklahoma,40,2018,2018,271,3943079,6.9
,Oklahoma,40,2019,2019,246,3956971,6.2
,Oklahoma,40,2020,2020,299,3980783,7.5
,Oregon,41,1999,1999,89,3393941,2.6
,Oregon,41,2000,2000,76,3421399,2.2
,Oregon,41,2001,2001,96,3467937,2.8
,Oregon,41,2002,2002,133,3513424,3.8
,Oregon,41,2003,2003,148,3547376,4.2
,Oregon,41,2004,2004,159,3569463,4.5
,Oregon,41,2005,2005,187,3613202,5.2
,Oregon,41,2006,2006,255,3670883,6.9
,Oregon,41,2007,2007,279,3722417,7.5
,Oregon,41,2008,2008,280,3768748,7.4
,Oregon,41,2009,2009,299,3808600,7.9
,Oregon,41,2010,2010,242,3831074,6.3
,Oregon,41,2011,2011,313,3871859,8.1
,Oregon,41,2012,2012,264,3899353,6.8
,Oregon,41,2013,2013,242,3930065,6.2
,Oregon,41,2014,2014,268,3970239,6.8
,Oregon,41,2015,2015,250,4028977,6.2
,Oregon,41,2016,2016,250,4093465,6.1
,Oregon,41,2017,2017,284,4142776,6.9
,Oregon,41,2018,2018,288,4190713,6.9
,Oregon,41,2019,2019,282,4217737,6.7
,Oregon,41,2020,2020,462,4241507,10.9
,Pennsylvania,42,1999,1999,219,12263805,1.8
,Pennsylvania,42,2000,2000,260,12281054,2.1
,Pennsylvania,42,2001,2001,225,12298970,1.8
,Pennsylvania,42,2002,2002,311,12331031,2.5
,Pennsylvania,42,2003,2003,416,12374658,3.4
,Pennsylvania,42,2004,2004,432,12410722,3.5
,Pennsylvania,42,2005,2005,453,12449990,3.6
,Pennsylvania,42,2006,2006,380,12510809,3
,Pennsylvania,42,2007,2007,432,12563937,3.4
,Pennsylvania,42,2008,2008,551,12612285,4.4
,Pennsylvania,42,2009,2009,545,12666858,4.3
,Pennsylvania,42,2010,2010,549,12702379,4.3
,Pennsylvania,42,2011,2011,681,12742886,5.3
,Pennsylvania,42,2012,2012,756,12763536,5.9
,Pennsylvania,42,2013,2013,886,12773801,6.9
,Pennsylvania,42,2014,2014,1005,12787209,7.9
,Pennsylvania,42,2015,2015,1268,12802503,9.9
,Pennsylvania,42,2016,2016,2112,12784227,16.5
,Pennsylvania,42,2017,2017,2413,12805537,18.8
,Pennsylvania,42,2018,2018,2705,12807060,21.1
,Pennsylvania,42,2019,2019,2883,12801989,22.5
,Pennsylvania,42,2020,2020,3748,12783254,29.3
,Rhode Island,44,1999,1999,Suppressed,1040402,Suppressed
,Rhode Island,44,2000,2000,Suppressed,1048319,Suppressed
,Rhode Island,44,2001,2001,Suppressed,1057142,Suppressed
,Rhode Island,44,2002,2002,Suppressed,1065995,Suppressed
,Rhode Island,44,2003,2003,Suppressed,1071342,Suppressed
,Rhode Island,44,2004,2004,Suppressed,1074579,Suppressed
,Rhode Island,44,2005,2005,19,1067916,Unreliable
,Rhode Island,44,2006,2006,102,1063096,9.6
,Rhode Island,44,2007,2007,78,1057315,7.4
,Rhode Island,44,2008,2008,121,1055003,11.5
,Rhode Island,44,2009,2009,102,1053646,9.7
,Rhode Island,44,2010,2010,106,1052567,10.1
,Rhode Island,44,2011,2011,132,1051302,12.6
,Rhode Island,44,2012,2012,134,1050292,12.8
,Rhode Island,44,2013,2013,180,1051511,17.1
,Rhode Island,44,2014,2014,192,1055173,18.2
,Rhode Island,44,2015,2015,242,1056298,22.9
,Rhode Island,44,2016,2016,268,1056426,25.4
,Rhode Island,44,2017,2017,268,1059639,25.3
,Rhode Island,44,2018,2018,258,1057315,24.4
,Rhode Island,44,2019,2019,233,1059361,22
,Rhode Island,44,2020,2020,324,1057125,30.6
,South Carolina,45,1999,1999,40,3974682,1
,South Carolina,45,2000,2000,74,4012012,1.8
,South Carolina,45,2001,2001,79,4064995,1.9
,South Carolina,45,2002,2002,67,4107795,1.6
,South Carolina,45,2003,2003,78,4150297,1.9
,South Carolina,45,2004,2004,110,4210921,2.6
,South Carolina,45,2005,2005,130,4270150,3
,South Carolina,45,2006,2006,195,4357847,4.5
,South Carolina,45,2007,2007,166,4444110,3.7
,South Carolina,45,2008,2008,185,4528996,4.1
,South Carolina,45,2009,2009,215,4589872,4.7
,South Carolina,45,2010,2010,245,4625364,5.3
,South Carolina,45,2011,2011,219,4679230,4.7
,South Carolina,45,2012,2012,218,4723723,4.6
,South Carolina,45,2013,2013,231,4774839,4.8
,South Carolina,45,2014,2014,480,4832482,9.9
,South Carolina,45,2015,2015,509,4896146,10.4
,South Carolina,45,2016,2016,578,4961119,11.7
,South Carolina,45,2017,2017,712,5024369,14.2
,South Carolina,45,2018,2018,804,5084127,15.8
,South Carolina,45,2019,2019,836,5148714,16.2
,South Carolina,45,2020,2020,1369,5218040,26.2
,South Dakota,46,1999,1999,Suppressed,750412,Suppressed
,South Dakota,46,2000,2000,Suppressed,754844,Suppressed
,South Dakota,46,2001,2001,Suppressed,757972,Suppressed
,South Dakota,46,2002,2002,Suppressed,760020,Suppressed
,South Dakota,46,2003,2003,Suppressed,763729,Suppressed
,South Dakota,46,2004,2004,16,770396,Unreliable
,South Dakota,46,2005,2005,13,775493,Unreliable
,South Dakota,46,2006,2006,17,783033,Unreliable
,South Dakota,46,2007,2007,11,791623,Unreliable
,South Dakota,46,2008,2008,20,799124,2.5
,South Dakota,46,2009,2009,23,807067,2.8
,South Dakota,46,2010,2010,16,814180,Unreliable
,South Dakota,46,2011,2011,29,824082,3.5
,South Dakota,46,2012,2012,17,833354,Unreliable
,South Dakota,46,2013,2013,23,844877,2.7
,South Dakota,46,2014,2014,28,853175,3.3
,South Dakota,46,2015,2015,22,858469,2.6
,South Dakota,46,2016,2016,35,865454,4
,South Dakota,46,2017,2017,28,869666,3.2
,South Dakota,46,2018,2018,23,882235,2.6
,South Dakota,46,2019,2019,34,884659,3.8
,South Dakota,46,2020,2020,44,892717,4.9
,Tennessee,47,1999,1999,61,5638706,1.1
,Tennessee,47,2000,2000,57,5689283,1
,Tennessee,47,2001,2001,97,5750789,1.7
,Tennessee,47,2002,2002,126,5795918,2.2
,Tennessee,47,2003,2003,216,5847812,3.7
,Tennessee,47,2004,2004,294,5910809,5
,Tennessee,47,2005,2005,347,5991057,5.8
,Tennessee,47,2006,2006,367,6088766,6
,Tennessee,47,2007,2007,390,6175727,6.3
,Tennessee,47,2008,2008,420,6247411,6.7
,Tennessee,47,2009,2009,458,6306019,7.3
,Tennessee,47,2010,2010,550,6346105,8.7
,Tennessee,47,2011,2011,575,6403353,9
,Tennessee,47,2012,2012,651,6456243,10.1
,Tennessee,47,2013,2013,692,6495978,10.7
,Tennessee,47,2014,2014,799,6549352,12.2
,Tennessee,47,2015,2015,947,6600299,14.3
,Tennessee,47,2016,2016,1103,6651194,16.6
,Tennessee,47,2017,2017,1197,6715984,17.8
,Tennessee,47,2018,2018,1251,6770010,18.5
,Tennessee,47,2019,2019,1484,6829174,21.7
,Tennessee,47,2020,2020,2352,6886834,34.2
,Texas,48,1999,1999,282,20558220,1.4
,Texas,48,2000,2000,319,20851820,1.5
,Texas,48,2001,2001,471,21319622,2.2
,Texas,48,2002,2002,598,21690325,2.8
,Texas,48,2003,2003,652,22030931,3
,Texas,48,2004,2004,679,22394023,3
,Texas,48,2005,2005,753,22778123,3.3
,Texas,48,2006,2006,952,23359580,4.1
,Texas,48,2007,2007,919,23831983,3.9
,Texas,48,2008,2008,847,24309039,3.5
,Texas,48,2009,2009,1014,24801761,4.1
,Texas,48,2010,2010,1007,25145561,4
,Texas,48,2011,2011,1063,25674681,4.1
,Texas,48,2012,2012,997,26059203,3.8
,Texas,48,2013,2013,950,26448193,3.6
,Texas,48,2014,2014,1040,26956958,3.9
,Texas,48,2015,2015,1186,27469114,4.3
,Texas,48,2016,2016,1259,27862596,4.5
,Texas,48,2017,2017,1325,28304596,4.7
,Texas,48,2018,2018,1280,28701845,4.5
,Texas,48,2019,2019,1373,28995881,4.7
,Texas,48,2020,2020,2018,29360759,6.9
,Utah,49,1999,1999,13,2203482,Unreliable
,Utah,49,2000,2000,17,2233169,Unreliable
,Utah,49,2001,2001,27,2283715,1.2
,Utah,49,2002,2002,51,2324815,2.2
,Utah,49,2003,2003,38,2360137,1.6
,Utah,49,2004,2004,55,2401580,2.3
,Utah,49,2005,2005,64,2457719,2.6
,Utah,49,2006,2006,58,2525507,2.3
,Utah,49,2007,2007,94,2597746,3.6
,Utah,49,2008,2008,153,2663029,5.7
,Utah,49,2009,2009,165,2723421,6.1
,Utah,49,2010,2010,189,2763885,6.8
,Utah,49,2011,2011,231,2817222,8.2
,Utah,49,2012,2012,258,2855287,9
,Utah,49,2013,2013,286,2900872,9.9
,Utah,49,2014,2014,328,2942902,11.1
,Utah,49,2015,2015,328,2995919,10.9
,Utah,49,2016,2016,353,3051217,11.6
,Utah,49,2017,2017,350,3101833,11.3
,Utah,49,2018,2018,375,3161105,11.9
,Utah,49,2019,2019,332,3205958,10.4
,Utah,49,2020,2020,372,3249879,11.4
,Vermont,50,1999,1999,Suppressed,604683,Suppressed
,Vermont,50,2000,2000,18,608827,Unreliable
,Vermont,50,2001,2001,23,612223,3.8
,Vermont,50,2002,2002,24,615442,3.9
,Vermont,50,2003,2003,41,617858,6.6
,Vermont,50,2004,2004,28,619920,4.5
,Vermont,50,2005,2005,27,621215,4.3
,Vermont,50,2006,2006,49,622892,7.9
,Vermont,50,2007,2007,38,623481,6.1
,Vermont,50,2008,2008,50,624151,8
,Vermont,50,2009,2009,32,624817,5.1
,Vermont,50,2010,2010,29,625741,4.6
,Vermont,50,2011,2011,49,626431,7.8
,Vermont,50,2012,2012,44,626011,7
,Vermont,50,2013,2013,56,626630,8.9
,Vermont,50,2014,2014,52,626562,8.3
,Vermont,50,2015,2015,73,626042,11.7
,Vermont,50,2016,2016,88,624594,14.1
,Vermont,50,2017,2017,103,623657,16.5
,Vermont,50,2018,2018,119,626299,19
,Vermont,50,2019,2019,103,623989,16.5
,Vermont,50,2020,2020,151,623347,24.2
,Virginia,51,1999,1999,167,7000174,2.4
,Virginia,51,2000,2000,208,7078515,2.9
,Virginia,51,2001,2001,240,7198362,3.3
,Virginia,51,2002,2002,304,7286873,4.2
,Virginia,51,2003,2003,315,7366977,4.3
,Virginia,51,2004,2004,334,7475575,4.5
,Virginia,51,2005,2005,313,7577105,4.1
,Virginia,51,2006,2006,348,7673725,4.5
,Virginia,51,2007,2007,407,7751000,5.3
,Virginia,51,2008,2008,424,7833496,5.4
,Virginia,51,2009,2009,401,7925937,5.1
,Virginia,51,2010,2010,334,8001024,4.2
,Virginia,51,2011,2011,495,8096604,6.1
,Virginia,51,2012,2012,453,8185867,5.5
,Virginia,51,2013,2013,564,8260405,6.8
,Virginia,51,2014,2014,651,8326289,7.8
,Virginia,51,2015,2015,745,8382993,8.9
,Virginia,51,2016,2016,1063,8411808,12.6
,Virginia,51,2017,2017,1160,8470020,13.7
,Virginia,51,2018,2018,1113,8517685,13.1
,Virginia,51,2019,2019,1205,8535519,14.1
,Virginia,51,2020,2020,1843,8590563,21.5
,Washington,53,1999,1999,300,5842564,5.1
,Washington,53,2000,2000,293,5894121,5
,Washington,53,2001,2001,264,5985722,4.4
,Washington,53,2002,2002,374,6052349,6.2
,Washington,53,2003,2003,395,6104115,6.5
,Washington,53,2004,2004,482,6178645,7.8
,Washington,53,2005,2005,508,6257305,8.1
,Washington,53,2006,2006,568,6370753,8.9
,Washington,53,2007,2007,558,6461587,8.6
,Washington,53,2008,2008,585,6562231,8.9
,Washington,53,2009,2009,611,6667426,9.2
,Washington,53,2010,2010,537,6724540,8
,Washington,53,2011,2011,587,6830038,8.6
,Washington,53,2012,2012,603,6897012,8.7
,Washington,53,2013,2013,572,6971406,8.2
,Washington,53,2014,2014,581,7061530,8.2
,Washington,53,2015,2015,605,7170351,8.4
,Washington,53,2016,2016,621,7288000,8.5
,Washington,53,2017,2017,669,7405743,9
,Washington,53,2018,2018,669,7535591,8.9
,Washington,53,2019,2019,748,7614893,9.8
,Washington,53,2020,2020,1137,7693612,14.8
,West Virginia,54,1999,1999,19,1811799,Unreliable
,West Virginia,54,2000,2000,24,1808344,1.3
,West Virginia,54,2001,2001,91,1801481,5.1
,West Virginia,54,2002,2002,116,1805414,6.4
,West Virginia,54,2003,2003,179,1812295,9.9
,West Virginia,54,2004,2004,232,1816438,12.8
,West Virginia,54,2005,2005,130,1820492,7.1
,West Virginia,54,2006,2006,256,1827912,14
,West Virginia,54,2007,2007,301,1834052,16.4
,West Virginia,54,2008,2008,340,1840310,18.5
,West Virginia,54,2009,2009,158,1847775,8.6
,West Virginia,54,2010,2010,400,1852994,21.6
,West Virginia,54,2011,2011,509,1855364,27.4
,West Virginia,54,2012,2012,433,1855413,23.3
,West Virginia,54,2013,2013,467,1854304,25.2
,West Virginia,54,2014,2014,514,1850326,27.8
,West Virginia,54,2015,2015,575,1844128,31.2
,West Virginia,54,2016,2016,690,1831102,37.7
,West Virginia,54,2017,2017,803,1815857,44.2
,West Virginia,54,2018,2018,676,1805832,37.4
,West Virginia,54,2019,2019,647,1792147,36.1
,West Virginia,54,2020,2020,1107,1784787,62
,Wisconsin,55,1999,1999,54,5332666,1
,Wisconsin,55,2000,2000,87,5363675,1.6
,Wisconsin,55,2001,2001,108,5406835,2
,Wisconsin,55,2002,2002,143,5445162,2.6
,Wisconsin,55,2003,2003,164,5479203,3
,Wisconsin,55,2004,2004,187,5514026,3.4
,Wisconsin,55,2005,2005,217,5546166,3.9
,Wisconsin,55,2006,2006,282,5577655,5.1
,Wisconsin,55,2007,2007,310,5610775,5.5
,Wisconsin,55,2008,2008,307,5640996,5.4
,Wisconsin,55,2009,2009,325,5669264,5.7
,Wisconsin,55,2010,2010,345,5686986,6.1
,Wisconsin,55,2011,2011,411,5711767,7.2
,Wisconsin,55,2012,2012,430,5726398,7.5
,Wisconsin,55,2013,2013,539,5742713,9.4
,Wisconsin,55,2014,2014,557,5757564,9.7
,Wisconsin,55,2015,2015,566,5771337,9.8
,Wisconsin,55,2016,2016,795,5778708,13.8
,Wisconsin,55,2017,2017,861,5795483,14.9
,Wisconsin,55,2018,2018,790,5813568,13.6
,Wisconsin,55,2019,2019,887,5822434,15.2
,Wisconsin,55,2020,2020,1202,5832655,20.6
,Wyoming,56,1999,1999,Suppressed,491780,Suppressed
,Wyoming,56,2000,2000,Suppressed,493782,Suppressed
,Wyoming,56,2001,2001,Suppressed,494657,Suppressed
,Wyoming,56,2002,2002,12,500017,Unreliable
,Wyoming,56,2003,2003,Suppressed,503453,Suppressed
,Wyoming,56,2004,2004,Suppressed,509106,Suppressed
,Wyoming,56,2005,2005,Suppressed,514157,Suppressed
,Wyoming,56,2006,2006,10,522667,Unreliable
,Wyoming,56,2007,2007,22,534876,4.1
,Wyoming,56,2008,2008,34,546043,6.2
,Wyoming,56,2009,2009,30,559851,5.4
,Wyoming,56,2010,2010,37,563626,6.6
,Wyoming,56,2011,2011,37,568158,6.5
,Wyoming,56,2012,2012,33,576412,5.7
,Wyoming,56,2013,2013,43,582658,7.4
,Wyoming,56,2014,2014,47,584153,8
,Wyoming,56,2015,2015,43,586107,7.3
,Wyoming,56,2016,2016,46,585501,7.9
,Wyoming,56,2017,2017,38,579315,6.6
,Wyoming,56,2018,2018,33,577737,5.7
,Wyoming,56,2019,2019,43,578759,7.4
,Wyoming,56,2020,2020,54,582328,9.3
---,,,,,,,
"Dataset: Multiple Cause of Death, 1999-2020",,,,,,,
Query Parameters:,,,,,,,
Title: Opioid Overdose Deaths by State and Year (CDC WONDER),,,,,,,
MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);,,,,,,,
T40.6 (Other and unspecified narcotics),,,,,,,
UCD - Drug/Alcohol Induced Causes: Drug poisonings (overdose) Unintentional (X40-X44),,,,,,,
Group By: State; Year,,,,,,,
Show Totals: Disabled,,,,,,,
Show Zero Values: True,,,,,,,
Show Suppressed: True,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,
---,,,,,,,
