Notes,state,state_code,year,year_code,sex,sex_code,deaths,population,opioid_death_rate
,Pennsylvania,42,2017,2017,Male,M,1735,6271329,27.7
,Pennsylvania,42,2018,2018,Female,F,772,6532400,11.8
,Pennsylvania,42,2018,2018,Male,M,1933,6274660,30.8
,Pennsylvania,42,2019,2019,Female,F,808,6527628,12.4
,Pennsylvania,42,2019,2019,Male,M,2075,6274361,33.1
,Pennsylvania,42,2020,2020,Female,F,1062,6516212,16.3
,Pennsylvania,42,2020,2020,Male,M,2686,6267042,42.9
,Rhode Island,44,1999,1999,Female,F,Suppressed,540724,Suppressed
,Rhode Island,44,1999,1999,Male,M,Suppressed,499678,Suppressed
,Rhode Island,44,2000,2000,Female,F,Suppressed,544684,Suppressed
,Rhode Island,44,2000,2000,Male,M,Suppressed,503635,Suppressed
,Rhode Island,44,2001,2001,Female,F,Suppressed,548974,Suppressed
,Rhode Island,44,2001,2001,Male,M,Suppressed,508168,Suppressed
,Rhode Island,44,2002,2002,Female,F,0,553090,Unreliable
,Rhode Island,44,2002,2002,Male,M,Suppressed,512905,Suppressed
,Rhode Island,44,2003,2003,Female,F,Suppressed,555590,Suppressed
,Rhode Island,44,2003,2003,Male,M,Suppressed,515752,Suppressed
,Rhode Island,44,2004,2004,Female,F,Suppressed,556375,Suppressed
,Rhode Island,44,2004,2004,Male,M,0,518204,Unreliable
,Rhode Island,44,2005,2005,Female,F,Suppressed,552832,Suppressed
,Rhode Island,44,2005,2005,Male,M,14,515084,Unreliable
,Rhode Island,44,2006,2006,Female,F,16,550134,Unreliable
,Rhode Island,44,2006,2006,Male,M,86,512962,16.8
,Rhode Island,44,2007,2007,Female,F,23,546859,4.2
,Rhode Island,44,2007,2007,Male,M,55,510456,10.8
,Rhode Island,44,2008,2008,Female,F,30,545412,5.5
,Rhode Island,44,2008,2008,Male,M,91,509591,17.9
,Rhode Island,44,2009,2009,Female,F,29,544764,5.3
,Rhode Island,44,2009,2009,Male,M,73,508882,14.3
,Rhode Island,44,2010,2010,Female,F,33,544167,6.1
,Rhode Island,44,2010,2010,Male,M,73,508400,14.4
,Rhode Island,44,2011,2011,Female,F,52,543055,9.6
,Rhode Island,44,2011,2011,Male,M,80,508247,15.7
,Rhode Island,44,2012,2012,Female,F,35,542016,6.5
,Rhode Island,44,2012,2012,Male,M,99,508276,19.5
,Rhode Island,44,2013,2013,Female,F,47,542084,8.7
,Rhode Island,44,2013,2013,Male,M,133,509427,26.1
,Rhode Island,44,2014,2014,Female,F,55,543810,10.1
,Rhode Island,44,2014,2014,Male,M,137,511363,26.8
,Rhode Island,44,2015,2015,Female,F,68,544349,12.5
,Rhode Island,44,2015,2015,Male,M,174,511949,34
,Rhode Island,44,2016,2016,Female,F,76,543345,14
,Rhode Island,44,2016,2016,Male,M,192,513081,37.4
,Rhode Island,44,2017,2017,Female,F,87,544648,16
,Rhode Island,44,2017,2017,Male,M,181,514991,35.1
,Rhode Island,44,2018,2018,Female,F,59,542983,10.9
,Rhode Island,44,2018,2018,Male,M,199,514332,38.7
,Rhode Island,44,2019,2019,Female,F,63,543686,11.6
,Rhode Island,44,2019,2019,Male,M,170,515675,33
,Rhode Island,44,2020,2020,Female,F,74,542433,13.6
,Rhode Island,44,2020,2020,Male,M,250,514692,48.6
,South Carolina,45,1999,1999,Female,F,Suppressed,2045608,Suppressed
,South Carolina,45,1999,1999,Male,M,31,1929076,1.6
,South Carolina,45,2000,2000,Female,F,17,2063083,Unreliable
,South Carolina,45,2000,2000,Male,M,57,1948929,2.9
,South Carolina,45,2001,2001,Female,F,25,2089963,1.2
,South Carolina,45,2001,2001,Male,M,54,1975032,2.7
,South Carolina,45,2002,2002,Female,F,20,2111069,0.9
,South Carolina,45,2002,2002,Male,M,47,1996726,2.4
,South Carolina,45,2003,2003,Female,F,29,2133967,1.4
,South Carolina,45,2003,2003,Male,M,49,2016330,2.4
,South Carolina,45,2004,2004,Female,F,40,2162305,1.8
,South Carolina,45,2004,2004,Male,M,70,2048616,3.4
,South Carolina,45,2005,2005,Female,F,46,2192345,2.1
,South Carolina,45,2005,2005,Male,M,84,2077805,4
,South Carolina,45,2006,2006,Female,F,81,2237655,3.6
,South Carolina,45,2006,2006,Male,M,114,2120192,5.4
,South Carolina,45,2007,2007,Female,F,71,2280792,3.1
,South Carolina,45,2007,2007,Male,M,95,2163318,4.4
,South Carolina,45,2008,2008,Female,F,75,2325047,3.2
,South Carolina,45,2008,2008,Male,M,110,2203949,5
,South Carolina,45,2009,2009,Female,F,99,2357030,4.2
,South Carolina,45,2009,2009,Male,M,116,2232842,5.2
,South Carolina,45,2010,2010,Female,F,102,2375263,4.3
,South Carolina,45,2010,2010,Male,M,143,2250101,6.4
,South Carolina,45,2011,2011,Female,F,87,2402602,3.6
,South Carolina,45,2011,2011,Male,M,132,2276628,5.8
,South Carolina,45,2012,2012,Female,F,95,2426510,3.9
,South Carolina,45,2012,2012,Male,M,123,2297213,5.4
,South Carolina,45,2013,2013,Female,F,101,2451720,4.1
,South Carolina,45,2013,2013,Male,M,130,2323119,5.6
,South Carolina,45,2014,2014,Female,F,207,2483088,8.3
,South Carolina,45,2014,2014,Male,M,273,2349394,11.6
,South Carolina,45,2015,2015,Female,F,208,2517178,8.3
,South Carolina,45,2015,2015,Male,M,301,2378968,12.7
,South Carolina,45,2016,2016,Female,F,200,2553185,7.8
,South Carolina,45,2016,2016,Male,M,378,2407934,15.7
,South Carolina,45,2017,2017,Female,F,260,2586682,10.1
,South Carolina,45,2017,2017,Male,M,452,2437687,18.5
,South Carolina,45,2018,2018,Female,F,286,2620801,10.9
,South Carolina,45,2018,2018,Male,M,518,2463326,21
,South Carolina,45,2019,2019,Female,F,284,2655575,10.7
,South Carolina,45,2019,2019,Male,M,552,2493139,22.1
,South Carolina,45,2020,2020,Female,F,429,2694628,15.9
,South Carolina,45,2020,2020,Male,M,940,2523412,37.3
,South Dakota,46,1999,1999,Female,F,Suppressed,378502,Suppressed
,South Dakota,46,1999,1999,Male,M,Suppressed,371915,Suppressed
,South Dakota,46,2000,2000,Female,F,0,380286,Unreliable
,South Dakota,46,2000,2000,Male,M,Suppressed,374558,Suppressed
,South Dakota,46,2001,2001,Female,F,Suppressed,381537,Suppressed
,South Dakota,46,2001,2001,Male,M,Suppressed,376435,Suppressed
,South Dakota,46,2002,2002,Female,F,0,382328,Unreliable
,South Dakota,46,2002,2002,Male,M,Suppressed,377692,Suppressed
,South Dakota,46,2003,2003,Female,F,Suppressed,383633,Suppressed
,South Dakota,46,2003,2003,Male,M,Suppressed,380096,Suppressed
,South Dakota,46,2004,2004,Female,F,Suppressed,386677,Suppressed
,South Dakota,46,2004,2004,Male,M,Suppressed,383719,Suppressed
,South Dakota,46,2005,2005,Female,F,Suppressed,389021,Suppressed
,South Dakota,46,2005,2005,Male,M,Suppressed,386472,Suppressed
,South Dakota,46,2006,2006,Female,F,Suppressed,392420,Suppressed
,South Dakota,46,2006,2006,Male,M,Suppressed,390613,Suppressed
,South Dakota,46,2007,2007,Female,F,Suppressed,396650,Suppressed
,South Dakota,46,2007,2007,Male,M,Suppressed,394973,Suppressed
,South Dakota,46,2008,2008,Female,F,Suppressed,400236,Suppressed
,South Dakota,46,2008,2008,Male,M,15,398888,Unreliable
,South Dakota,46,2009,2009,Female,F,Suppressed,403198,Suppressed
,South Dakota,46,2009,2009,Male,M,15,403869,Unreliable
,South Dakota,46,2010,2010,Female,F,Suppressed,406799,Suppressed
,South Dakota,46,2010,2010,Male,M,10,407381,Unreliable
,South Dakota,46,2011,2011,Female,F,15,410905,Unreliable
,South Dakota,46,2011,2011,Male,M,14,413177,Unreliable
,South Dakota,46,2012,2012,Female,F,Suppressed,415038,Suppressed
,South Dakota,46,2012,2012,Male,M,10,418316,Unreliable
,South Dakota,46,2013,2013,Female,F,11,420499,Unreliable
,South Dakota,46,2013,2013,Male,M,12,424378,Unreliable
,South Dakota,46,2014,2014,Female,F,15,423862,Unreliable
,South Dakota,46,2014,2014,Male,M,13,429313,Unreliable
,South Dakota,46,2015,2015,Female,F,Suppressed,426493,Suppressed
,South Dakota,46,2015,2015,Male,M,14,431976,Unreliable
,South Dakota,46,2016,2016,Female,F,15,429182,Unreliable
,South Dakota,46,2016,2016,Male,M,20,436272,4.6
,South Dakota,46,2017,2017,Female,F,11,430706,Unreliable
,South Dakota,46,2017,2017,Male,M,17,438960,Unreliable
,South Dakota,46,2018,2018,Female,F,Suppressed,436704,Suppressed
,South Dakota,46,2018,2018,Male,M,14,445531,Unreliable
,South Dakota,46,2019,2019,Female,F,14,437902,Unreliable
,South Dakota,46,2019,2019,Male,M,20,446757,4.5
,South Dakota,46,2020,2020,Female,F,16,442058,Unreliable
,South Dakota,46,2020,2020,Male,M,28,450659,6.2
,Tennessee,47,1999,1999,Female,F,18,2897467,Unreliable
,Tennessee,47,1999,1999,Male,M,43,2741241,1.6
,Tennessee,47,2000,2000,Female,F,17,2919008,Unreliable
,Tennessee,47,2000,2000,Male,M,40,2770275,1.4
,Tennessee,47,2001,2001,Female,F,25,2948421,0.8
,Tennessee,47,2001,2001,Male,M,72,2802368,2.6
,Tennessee,47,2002,2002,Female,F,56,2971873,1.9
,Tennessee,47,2002,2002,Male,M,70,2824045,2.5
,Tennessee,47,2003,2003,Female,F,90,3000983,3
,Tennessee,47,2003,2003,Male,M,126,2846829,4.4
,Tennessee,47,2004,2004,Female,F,118,3027931,3.9
,Tennessee,47,2004,2004,Male,M,176,2882878,6.1
,Tennessee,47,2005,2005,Female,F,159,3068439,5.2
,Tennessee,47,2005,2005,Male,M,188,2922618,6.4
,Tennessee,47,2006,2006,Female,F,150,3121455,4.8
,Tennessee,47,2006,2006,Male,M,217,2967311,7.3
,Tennessee,47,2007,2007,Female,F,158,3162280,5
,Tennessee,47,2007,2007,Male,M,232,3013447,7.7
,Tennessee,47,2008,2008,Female,F,160,3203115,5
,Tennessee,47,2008,2008,Male,M,260,3044296,8.5
,Tennessee,47,2009,2009,Female,F,191,3231769,5.9
,Tennessee,47,2009,2009,Male,M,267,3074250,8.7
,Tennessee,47,2010,2010,Female,F,201,3252601,6.2
,Tennessee,47,2010,2010,Male,M,349,3093504,11.3
,Tennessee,47,2011,2011,Female,F,241,3282422,7.3
,Tennessee,47,2011,2011,Male,M,334,3120931,10.7
,Tennessee,47,2012,2012,Female,F,272,3307480,8.2
,Tennessee,47,2012,2012,Male,M,379,3148763,12
,Tennessee,47,2013,2013,Female,F,304,3328884,9.1
,Tennessee,47,2013,2013,Male,M,388,3167094,12.3
,Tennessee,47,2014,2014,Female,F,311,3357172,9.3
,Tennessee,47,2014,2014,Male,M,488,3192180,15.3
,Tennessee,47,2015,2015,Female,F,380,3382838,11.2
,Tennessee,47,2015,2015,Male,M,567,3217461,17.6
,Tennessee,47,2016,2016,Female,F,448,3408679,13.1
,Tennessee,47,2016,2016,Male,M,655,3242515,20.2
,Tennessee,47,2017,2017,Female,F,490,3440018,14.2
,Tennessee,47,2017,2017,Male,M,707,3275966,21.6
,Tennessee,47,2018,2018,Female,F,463,3467086,13.4
,Tennessee,47,2018,2018,Male,M,788,3302924,23.9
,Tennessee,47,2019,2019,Female,F,494,3496935,14.1
,Tennessee,47,2019,2019,Male,M,990,3332239,29.7
,Tennessee,47,2020,2020,Female,F,763,3528814,21.6
,Tennessee,47,2020,2020,Male,M,1589,3358020,47.3
,Texas,48,1999,1999,Female,F,73,10360202,0.7
,Texas,48,1999,1999,Male,M,209,10198018,2
,Texas,48,2000,2000,Female,F,96,10498910,0.9
,Texas,48,2000,2000,Male,M,223,10352910,2.2
,Texas,48,2001,2001,Female,F,138,10731190,1.3
,Texas,48,2001,2001,Male,M,333,10588432,3.1
,Texas,48,2002,2002,Female,F,176,10914653,1.6
,Texas,48,2002,2002,Male,M,422,10775672,3.9
,Texas,48,2003,2003,Female,F,208,11095953,1.9
,Texas,48,2003,2003,Male,M,444,10934978,4.1
,Texas,48,2004,2004,Female,F,227,11278402,2
,Texas,48,2004,2004,Male,M,452,11115621,4.1
,Texas,48,2005,2005,Female,F,248,11470439,2.2
,Texas,48,2005,2005,Male,M,505,11307684,4.5
,Texas,48,2006,2006,Female,F,332,11771243,2.8
,Texas,48,2006,2006,Male,M,620,11588337,5.4
,Texas,48,2007,2007,Female,F,324,12010572,2.7
,Texas,48,2007,2007,Male,M,595,11821411,5
,Texas,48,2008,2008,Female,F,287,12249936,2.3
,Texas,48,2008,2008,Male,M,560,12059103,4.6
,Texas,48,2009,2009,Female,F,337,12500150,2.7
,Texas,48,2009,2009,Male,M,677,12301611,5.5
,Texas,48,2010,2010,Female,F,359,12673281,2.8
,Texas,48,2010,2010,Male,M,648,12472280,5.2
,Texas,48,2011,2011,Female,F,344,12932239,2.7
,Texas,48,2011,2011,Male,M,719,12742442,5.6
,Texas,48,2012,2012,Female,F,297,13111469,2.3
,Texas,48,2012,2012,Male,M,700,12947734,5.4
,Texas,48,2013,2013,Female,F,327,13301191,2.5
,Texas,48,2013,2013,Male,M,623,13147002,4.7
,Texas,48,2014,2014,Female,F,364,13574572,2.7
,Texas,48,2014,2014,Male,M,676,13382386,5.1
,Texas,48,2015,2015,Female,F,415,13831324,3
,Texas,48,2015,2015,Male,M,771,13637790,5.7
,Texas,48,2016,2016,Female,F,428,14031164,3.1
,Texas,48,2016,2016,Male,M,831,13831432,6
,Texas,48,2017,2017,Female,F,460,14242803,3.2
,Texas,48,2017,2017,Male,M,865,14061793,6.2
,Texas,48,2018,2018,Female,F,396,14441739,2.7
,Texas,48,2018,2018,Male,M,884,14260106,6.2
,Texas,48,2019,2019,Female,F,386,14593179,2.6
,Texas,48,2019,2019,Male,M,987,14402702,6.9
,Texas,48,2020,2020,Female,F,594,14779708,4
,Texas,48,2020,2020,Male,M,1424,14581051,9.8
,Utah,49,1999,1999,Female,F,Suppressed,1100168,Suppressed
,Utah,49,1999,1999,Male,M,Suppressed,1103315,Suppressed
,Utah,49,2000,2000,Female,F,Suppressed,1114138,Suppressed
,Utah,49,2000,2000,Male,M,12,1119031,Unreliable
,Utah,49,2001,2001,Female,F,10,1139182,Unreliable
,Utah,49,2001,2001,Male,M,17,1144533,Unreliable
,Utah,49,2002,2002,Female,F,14,1158853,Unreliable
,Utah,49,2002,2002,Male,M,37,1165962,3.2
,Utah,49,2003,2003,Female,F,15,1175867,Unreliable
,Utah,49,2003,2003,Male,M,23,1184270,1.9
,Utah,49,2004,2004,Female,F,12,1196749,Unreliable
,Utah,49,2004,2004,Male,M,43,1204831,3.6
,Utah,49,2005,2005,Female,F,20,1224741,1.6
,Utah,49,2005,2005,Male,M,44,1232978,3.6
,Utah,49,2006,2006,Female,F,17,1257991,Unreliable
,Utah,49,2006,2006,Male,M,41,1267516,3.2
,Utah,49,2007,2007,Female,F,30,1292672,2.3
,Utah,49,2007,2007,Male,M,64,1305074,4.9
,Utah,49,2008,2008,Female,F,50,1325631,3.8
,Utah,49,2008,2008,Male,M,103,1337398,7.7
,Utah,49,2009,2009,Female,F,57,1355509,4.2
,Utah,49,2009,2009,Male,M,108,1367912,7.9
,Utah,49,2010,2010,Female,F,59,1375568,4.3
,Utah,49,2010,2010,Male,M,130,1388317,9.4
,Utah,49,2011,2011,Female,F,96,1401715,6.8
,Utah,49,2011,2011,Male,M,135,1415507,9.5
,Utah,49,2012,2012,Female,F,85,1419427,6
,Utah,49,2012,2012,Male,M,173,1435860,12
,Utah,49,2013,2013,Female,F,107,1441891,7.4
,Utah,49,2013,2013,Male,M,179,1458981,12.3
,Utah,49,2014,2014,Female,F,122,1463152,8.3
,Utah,49,2014,2014,Male,M,206,1479750,13.9
,Utah,49,2015,2015,Female,F,136,1488819,9.1
,Utah,49,2015,2015,Male,M,192,1507100,12.7
,Utah,49,2016,2016,Female,F,125,1515323,8.2
,Utah,49,2016,2016,Male,M,228,1535894,14.8
,Utah,49,2017,2017,Female,F,135,1540145,8.8
,Utah,49,2017,2017,Male,M,215,1561688,13.8
,Utah,49,2018,2018,Female,F,153,1568962,9.8
,Utah,49,2018,2018,Male,M,222,1592143,13.9
,Utah,49,2019,2019,Female,F,131,1591041,8.2
,Utah,49,2019,2019,Male,M,201,1614917,12.4
,Utah,49,2020,2020,Female,F,143,1612139,8.9
,Utah,49,2020,2020,Male,M,229,1637740,14
,Vermont,50,1999,1999,Female,F,0,308401,Unreliable
,Vermont,50,1999,1999,Male,M,Suppressed,296286,Suppressed
,Vermont,50,2000,2000,Female,F,Suppressed,310490,Suppressed
,Vermont,50,2000,2000,Male,M,17,298337,Unreliable
,Vermont,50,2001,2001,Female,F,Suppressed,311779,Suppressed
,Vermont,50,2001,2001,Male,M,16,300444,Unreliable
,Vermont,50,2002,2002,Female,F,Suppressed,312959,Suppressed
,Vermont,50,2002,2002,Male,M,18,302483,Unreliable
,Vermont,50,2003,2003,Female,F,10,314206,Unreliable
,Vermont,50,2003,2003,Male,M,31,303652,10.2
,Vermont,50,2004,2004,Female,F,Suppressed,315080,Suppressed
,Vermont,50,2004,2004,Male,M,23,304840,7.5
,Vermont,50,2005,2005,Female,F,Suppressed,315422,Suppressed
,Vermont,50,2005,2005,Male,M,21,305793,6.9
,Vermont,50,2006,2006,Female,F,12,316290,Unreliable
,Vermont,50,2006,2006,Male,M,37,306602,12.1
,Vermont,50,2007,2007,Female,F,15,316538,Unreliable
,Vermont,50,2007,2007,Male,M,23,306943,7.5
,Vermont,50,2008,2008,Female,F,13,316722,Unreliable
,Vermont,50,2008,2008,Male,M,37,307429,12
,Vermont,50,2009,2009,Female,F,Suppressed,317128,Suppressed
,Vermont,50,2009,2009,Male,M,27,307689,8.8
,Vermont,50,2010,2010,Female,F,12,317535,Unreliable
,Vermont,50,2010,2010,Male,M,17,308206,Unreliable
,Vermont,50,2011,2011,Female,F,26,317581,8.2
,Vermont,50,2011,2011,Male,M,23,308850,7.4
,Vermont,50,2012,2012,Female,F,14,317233,Unreliable
,Vermont,50,2012,2012,Male,M,30,308778,9.7
,Vermont,50,2013,2013,Female,F,18,317442,Unreliable
,Vermont,50,2013,2013,Male,M,38,309188,12.3
,Vermont,50,2014,2014,Female,F,16,317713,Unreliable
,Vermont,50,2014,2014,Male,M,36,308849,11.7
,Vermont,50,2015,2015,Female,F,20,317516,6.3
,Vermont,50,2015,2015,Male,M,53,308526,17.2
,Vermont,50,2016,2016,Female,F,25,316128,7.9
,Vermont,50,2016,2016,Male,M,63,308466,20.4
,Vermont,50,2017,2017,Female,F,27,315401,8.6
,Vermont,50,2017,2017,Male,M,76,308256,24.7
,Vermont,50,2018,2018,Female,F,44,317047,13.9
,Vermont,50,2018,2018,Male,M,75,309252,24.3
,Vermont,50,2019,2019,Female,F,30,315673,9.5
,Vermont,50,2019,2019,Male,M,73,308316,23.7
,Vermont,50,2020,2020,Female,F,44,315355,14
,Vermont,50,2020,2020,Male,M,107,307992,34.7
,Virginia,51,1999,1999,Female,F,34,3569685,1
,Virginia,51,1999,1999,Male,M,133,3430491,3.9
,Virginia,51,2000,2000,Female,F,46,3606620,1.3
,Virginia,51,2000,2000,Male,M,162,3471895,4.7
,Virginia,51,2001,2001,Female,F,62,3665386,1.7
,Virginia,51,2001,2001,Male,M,178,3532976,5
,Virginia,51,2002,2002,Female,F,79,3713695,2.1
,Virginia,51,2002,2002,Male,M,225,3573178,6.3
,Virginia,51,2003,2003,Female,F,101,3757780,2.7
,Virginia,51,2003,2003,Male,M,214,3609197,5.9
,Virginia,51,2004,2004,Female,F,104,3814310,2.7
,Virginia,51,2004,2004,Male,M,230,3661265,6.3
,Virginia,51,2005,2005,Female,F,114,3863646,3
,Virginia,51,2005,2005,Male,M,199,3713459,5.4
,Virginia,51,2006,2006,Female,F,123,3908475,3.1
,Virginia,51,2006,2006,Male,M,225,3765250,6
,Virginia,51,2007,2007,Female,F,151,3947966,3.8
,Virginia,51,2007,2007,Male,M,256,3803034,6.7
,Virginia,51,2008,2008,Female,F,144,3988983,3.6
,Virginia,51,2008,2008,Male,M,280,3844513,7.3
,Virginia,51,2009,2009,Female,F,136,4037895,3.4
,Virginia,51,2009,2009,Male,M,265,3888042,6.8
,Virginia,51,2010,2010,Female,F,118,4075041,2.9
,Virginia,51,2010,2010,Male,M,216,3925983,5.5
,Virginia,51,2011,2011,Female,F,176,4120439,4.3
,Virginia,51,2011,2011,Male,M,319,3976165,8
,Virginia,51,2012,2012,Female,F,171,4164342,4.1
,Virginia,51,2012,2012,Male,M,282,4021525,7
,Virginia,51,2013,2013,Female,F,193,4198203,4.6
,Virginia,51,2013,2013,Male,M,371,4062202,9.1
,Virginia,51,2014,2014,Female,F,208,4231045,4.9
,Virginia,51,2014,2014,Male,M,443,4095244,10.8
,Virginia,51,2015,2015,Female,F,234,4258228,5.5
,Virginia,51,2015,2015,Male,M,511,4124765,12.4
,Virginia,51,2016,2016,Female,F,326,4274994,7.6
,Virginia,51,2016,2016,Male,M,737,4136814,17.8
,Virginia,51,2017,2017,Female,F,387,4303293,9
,Virginia,51,2017,2017,Male,M,773,4166727,18.6
,Virginia,51,2018,2018,Female,F,304,4327037,7
,Virginia,51,2018,2018,Male,M,809,4190648,19.3
,Virginia,51,2019,2019,Female,F,393,4335262,9.1
,Virginia,51,2019,2019,Male,M,812,4200257,19.3
,Virginia,51,2020,2020,Female,F,553,4363032,12.7
,Virginia,51,2020,2020,Male,M,1290,4227531,30.5
,Washington,53,1999,1999,Female,F,74,2934901,2.5
,Washington,53,1999,1999,Male,M,226,2907664,7.8
,Washington,53,2000,2000,Female,F,79,2959821,2.7
,Washington,53,2000,2000,Male,M,214,2934300,7.3
,Washington,53,2001,2001,Female,F,83,3002080,2.8
,Washington,53,2001,2001,Male,M,181,2983642,6.1
,Washington,53,2002,2002,Female,F,131,3036742,4.3
,Washington,53,2002,2002,Male,M,243,3015607,8.1
,Washington,53,2003,2003,Female,F,140,3065739,4.6
,Washington,53,2003,2003,Male,M,255,3038376,8.4
,Washington,53,2004,2004,Female,F,166,3107815,5.3
,Washington,53,2004,2004,Male,M,316,3070830,10.3
,Washington,53,2005,2005,Female,F,185,3145396,5.9
,Washington,53,2005,2005,Male,M,323,3111909,10.4
,Washington,53,2006,2006,Female,F,226,3200695,7.1
,Washington,53,2006,2006,Male,M,342,3170058,10.8
,Washington,53,2007,2007,Female,F,210,3247800,6.5
,Washington,53,2007,2007,Male,M,348,3213787,10.8
,Washington,53,2008,2008,Female,F,235,3293162,7.1
,Washington,53,2008,2008,Male,M,350,3269069,10.7
,Washington,53,2009,2009,Female,F,257,3343920,7.7
,Washington,53,2009,2009,Male,M,354,3323506,10.7
,Washington,53,2010,2010,Female,F,216,3374833,6.4
,Washington,53,2010,2010,Male,M,321,3349707,9.6
,Washington,53,2011,2011,Female,F,233,3420356,6.8
,Washington,53,2011,2011,Male,M,354,3409682,10.4
,Washington,53,2012,2012,Female,F,228,3455462,6.6
,Washington,53,2012,2012,Male,M,375,3441550,10.9
,Washington,53,2013,2013,Female,F,245,3488736,7
,Washington,53,2013,2013,Male,M,327,3482670,9.4
,Washington,53,2014,2014,Female,F,230,3531595,6.5
,Washington,53,2014,2014,Male,M,351,3529935,9.9
,Washington,53,2015,2015,Female,F,217,3585353,6.1
,Washington,53,2015,2015,Male,M,388,3584998,10.8
,Washington,53,2016,2016,Female,F,225,3646600,6.2
,Washington,53,2016,2016,Male,M,396,3641400,10.9
,Washington,53,2017,2017,Female,F,242,3702270,6.5
,Washington,53,2017,2017,Male,M,427,3703473,11.5
,Washington,53,2018,2018,Female,F,205,3765680,5.4
,Washington,53,2018,2018,Male,M,464,3769911,12.3
,Washington,53,2019,2019,Female,F,233,3802910,6.1
,Washington,53,2019,2019,Male,M,515,3811983,13.5
,Washington,53,2020,2020,Female,F,323,3840014,8.4
,Washington,53,2020,2020,Male,M,814,3853598,21.1
,West Virginia,54,1999,1999,Female,F,Suppressed,931810,Suppressed
,West Virginia,54,1999,1999,Male,M,16,879991,Unreliable
,West Virginia,54,2000,2000,Female,F,Suppressed,929174,Suppressed
,West Virginia,54,2000,2000,Male,M,18,879170,Unreliable
,West Virginia,54,2001,2001,Female,F,26,923643,2.8
,West Virginia,54,2001,2001,Male,M,65,877838,7.4
,West Virginia,54,2002,2002,Female,F,21,923841,2.3
,West Virginia,54,2002,2002,Male,M,95,881573,10.8
,West Virginia,54,2003,2003,Female,F,50,925835,5.4
,West Virginia,54,2003,2003,Male,M,129,886460,14.6
,West Virginia,54,2004,2004,Female,F,81,927027,8.7
,West Virginia,54,2004,2004,Male,M,151,889411,17
,West Virginia,54,2005,2005,Female,F,33,927690,3.6
,West Virginia,54,2005,2005,Male,M,97,892802,10.9
,West Virginia,54,2006,2006,Female,F,91,930605,9.8
,West Virginia,54,2006,2006,Male,M,165,897307,18.4
,West Virginia,54,2007,2007,Female,F,94,932683,10.1
,West Virginia,54,2007,2007,Male,M,207,901369,23
,West Virginia,54,2008,2008,Female,F,119,934911,12.7
,West Virginia,54,2008,2008,Male,M,221,905399,24.4
,West Virginia,54,2009,2009,Female,F,53,937434,5.7
,West Virginia,54,2009,2009,Male,M,105,910341,11.5
,West Virginia,54,2010,2010,Female,F,150,939408,16
,West Virginia,54,2010,2010,Male,M,250,913586,27.4
,West Virginia,54,2011,2011,Female,F,170,940283,18.1
,West Virginia,54,2011,2011,Male,M,339,915081,37
,West Virginia,54,2012,2012,Female,F,163,940008,17.3
,West Virginia,54,2012,2012,Male,M,270,915405,29.5
,West Virginia,54,2013,2013,Female,F,164,938728,17.5
,West Virginia,54,2013,2013,Male,M,303,915576,33.1
,West Virginia,54,2014,2014,Female,F,172,936411,18.4
,West Virginia,54,2014,2014,Male,M,342,913915,37.4
,West Virginia,54,2015,2015,Female,F,222,933068,23.8
,West Virginia,54,2015,2015,Male,M,353,911060,38.7
,West Virginia,54,2016,2016,Female,F,207,925159,22.4
,West Virginia,54,2016,2016,Male,M,483,905943,53.3
,West Virginia,54,2017,2017,Female,F,265,917237,28.9
,West Virginia,54,2017,2017,Male,M,538,898620,59.9
,West Virginia,54,2018,2018,Female,F,225,911492,24.7
,West Virginia,54,2018,2018,Male,M,451,894340,50.4
,West Virginia,54,2019,2019,Female,F,215,904377,23.8
,West Virginia,54,2019,2019,Male,M,432,887770,48.7
,West Virginia,54,2020,2020,Female,F,326,900511,36.2
,West Virginia,54,2020,2020,Male,M,781,884276,88.3
,Wisconsin,55,1999,1999,Female,F,12,2701525,Unreliable
,Wisconsin,55,1999,1999,Male,M,42,2631141,1.6
,Wisconsin,55,2000,2000,Female,F,29,2714634,1.1
,Wisconsin,55,2000,2000,Male,M,58,2649041,2.2
,Wisconsin,55,2001,2001,Female,F,36,2733647,1.3
,Wisconsin,55,2001,2001,Male,M,72,2673188,2.7
,Wisconsin,55,2002,2002,Female,F,54,2751697,2
,Wisconsin,55,2002,2002,Male,M,89,2693465,3.3
,Wisconsin,55,2003,2003,Female,F,49,2766901,1.8
,Wisconsin,55,2003,2003,Male,M,115,2712302,4.2
,Wisconsin,55,2004,2004,Female,F,57,2782678,2
,Wisconsin,55,2004,2004,Male,M,130,2731348,4.8
,Wisconsin,55,2005,2005,Female,F,82,2797061,2.9
,Wisconsin,55,2005,2005,Male,M,135,2749105,4.9
,Wisconsin,55,2006,2006,Female,F,83,2812276,3
,Wisconsin,55,2006,2006,Male,M,199,2765379,7.2
,Wisconsin,55,2007,2007,Female,F,102,2827782,3.6
,Wisconsin,55,2007,2007,Male,M,208,2782993,7.5
,Wisconsin,55,2008,2008,Female,F,99,2842268,3.5
,Wisconsin,55,2008,2008,Male,M,208,2798728,7.4
,Wisconsin,55,2009,2009,Female,F,115,2856103,4
,Wisconsin,55,2009,2009,Male,M,210,2813161,7.5
,Wisconsin,55,2010,2010,Female,F,134,2864586,4.7
